Age,Gender,Education_Level,Job_Title,Years_of_Experience,Salary,Gender_Female,Gender_Male,Gender_Other,Education_Level_encode,Job_Title_encode
27.0,Male,Bachelor,Back end Developer,3.0,80000.0,0.0,1.0,0.0,2.0,102352.56147540984
49.0,Male,PhD,Senior Project Engineer,17.0,195000.0,0.0,1.0,0.0,4.0,166224.75471698114
32.0,Female,Master,Full Stack Engineer,6.0,115000.0,1.0,0.0,0.0,3.0,126719.84090909091
36.0,Male,Bachelor,Software Engineer Manager,8.0,135000.0,0.0,1.0,0.0,2.0,172960.62933333335
27.0,Male,Bachelor,Front end Developer,2.0,65000.0,0.0,1.0,0.0,2.0,85025.84166666666
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,1.0,0.0,0.0,4.0,166224.75471698114
34.0,Male,Master,Back end Developer,8.0,140000.0,0.0,1.0,0.0,3.0,102352.56147540984
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0,0.0,1.0,0.0,4.0,172960.62933333335
33.0,Female,Bachelor,Full Stack Engineer,7.0,130000.0,1.0,0.0,0.0,2.0,126719.84090909091
30.0,Female,Master,Front end Developer,5.0,105000.0,1.0,0.0,0.0,3.0,85025.84166666666
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0,0.0,1.0,0.0,4.0,166224.75471698114
30.0,Male,Bachelor,Back end Developer,5.0,100000.0,0.0,1.0,0.0,2.0,102352.56147540984
42.0,Male,Master,Software Engineer Manager,13.0,170000.0,0.0,1.0,0.0,3.0,172960.62933333335
33.0,Female,Bachelor,Full Stack Engineer,6.0,115000.0,1.0,0.0,0.0,2.0,126719.84090909091
45.0,Male,PhD,Senior Project Engineer,16.0,185000.0,0.0,1.0,0.0,4.0,166224.75471698114
29.0,Female,Bachelor,Front end Developer,4.0,90000.0,1.0,0.0,0.0,2.0,85025.84166666666
27.0,Male,Not Specified,Developer,7.0,100000.0,0.0,1.0,0.0,0.0,100000.0
31.0,Female,Bachelor,Front end Developer,6.0,110000.0,1.0,0.0,0.0,2.0,85025.84166666666
37.0,Male,Master,Software Engineer Manager,10.0,150000.0,0.0,1.0,0.0,3.0,172960.62933333335
27.0,Male,Bachelor,Back end Developer,3.0,80000.0,0.0,1.0,0.0,2.0,102352.56147540984
50.0,Male,PhD,Senior Project Engineer,18.0,195000.0,0.0,1.0,0.0,4.0,166224.75471698114
32.0,Female,Master,Full Stack Engineer,6.0,115000.0,1.0,0.0,0.0,3.0,126719.84090909091
36.0,Male,Bachelor,Software Engineer Manager,8.0,135000.0,0.0,1.0,0.0,2.0,172960.62933333335
27.0,Male,Bachelor,Front end Developer,2.0,65000.0,0.0,1.0,0.0,2.0,85025.84166666666
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,1.0,0.0,0.0,4.0,166224.75471698114
34.0,Male,Master,Back end Developer,8.0,140000.0,0.0,1.0,0.0,3.0,102352.56147540984
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0,0.0,1.0,0.0,4.0,172960.62933333335
33.0,Female,Bachelor,Full Stack Engineer,7.0,130000.0,1.0,0.0,0.0,2.0,126719.84090909091
30.0,Female,Master,Front end Developer,5.0,105000.0,1.0,0.0,0.0,3.0,85025.84166666666
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0,0.0,1.0,0.0,4.0,166224.75471698114
30.0,Male,Bachelor,Back end Developer,5.0,100000.0,0.0,1.0,0.0,2.0,102352.56147540984
42.0,Male,Master,Software Engineer Manager,13.0,170000.0,0.0,1.0,0.0,3.0,172960.62933333335
33.0,Female,Bachelor,Full Stack Engineer,6.0,115000.0,1.0,0.0,0.0,2.0,126719.84090909091
45.0,Male,PhD,Senior Project Engineer,16.0,185000.0,0.0,1.0,0.0,4.0,166224.75471698114
29.0,Female,Bachelor,Front end Developer,4.0,90000.0,1.0,0.0,0.0,2.0,85025.84166666666
39.0,Female,Master,Software Engineer Manager,12.0,160000.0,1.0,0.0,0.0,3.0,172960.62933333335
27.0,Male,Bachelor,Back end Developer,3.0,80000.0,0.0,1.0,0.0,2.0,102352.56147540984
49.0,Male,PhD,Senior Project Engineer,17.0,195000.0,0.0,1.0,0.0,4.0,166224.75471698114
32.0,Female,Master,Full Stack Engineer,6.0,115000.0,1.0,0.0,0.0,3.0,126719.84090909091
36.0,Male,Bachelor,Software Engineer Manager,8.0,135000.0,0.0,1.0,0.0,2.0,172960.62933333335
27.0,Male,Bachelor,Front end Developer,2.0,65000.0,0.0,1.0,0.0,2.0,85025.84166666666
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,1.0,0.0,0.0,4.0,166224.75471698114
34.0,Male,Master,Back end Developer,8.0,140000.0,0.0,1.0,0.0,3.0,102352.56147540984
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0,0.0,1.0,0.0,4.0,172960.62933333335
33.0,Female,Bachelor,Full Stack Engineer,7.0,130000.0,1.0,0.0,0.0,2.0,126719.84090909091
30.0,Female,Master,Front end Developer,5.0,105000.0,1.0,0.0,0.0,3.0,85025.84166666666
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0,0.0,1.0,0.0,4.0,166224.75471698114
30.0,Male,Bachelor,Back end Developer,5.0,100000.0,0.0,1.0,0.0,2.0,102352.56147540984
42.0,Male,Master,Software Engineer Manager,13.0,170000.0,0.0,1.0,0.0,3.0,172960.62933333335
33.0,Female,Bachelor,Full Stack Engineer,6.0,115000.0,1.0,0.0,0.0,2.0,126719.84090909091
45.0,Male,PhD,Senior Project Engineer,16.0,185000.0,0.0,1.0,0.0,4.0,166224.75471698114
29.0,Female,Bachelor,Front end Developer,4.0,90000.0,1.0,0.0,0.0,2.0,85025.84166666666
39.0,Female,Master,Software Engineer Manager,12.0,160000.0,1.0,0.0,0.0,3.0,172960.62933333335
27.0,Male,Bachelor,Back end Developer,3.0,80000.0,0.0,1.0,0.0,2.0,102352.56147540984
49.0,Male,PhD,Senior Project Engineer,17.0,195000.0,0.0,1.0,0.0,4.0,166224.75471698114
32.0,Female,Master,Full Stack Engineer,6.0,115000.0,1.0,0.0,0.0,3.0,126719.84090909091
36.0,Male,Bachelor,Software Engineer Manager,8.0,135000.0,0.0,1.0,0.0,2.0,172960.62933333335
27.0,Male,Bachelor,Front end Developer,2.0,65000.0,0.0,1.0,0.0,2.0,85025.84166666666
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,1.0,0.0,0.0,4.0,166224.75471698114
34.0,Male,Master,Back end Developer,8.0,140000.0,0.0,1.0,0.0,3.0,102352.56147540984
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0,0.0,1.0,0.0,4.0,172960.62933333335
33.0,Female,Bachelor,Full Stack Engineer,7.0,130000.0,1.0,0.0,0.0,2.0,126719.84090909091
30.0,Female,Master,Front end Developer,5.0,105000.0,1.0,0.0,0.0,3.0,85025.84166666666
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0,0.0,1.0,0.0,4.0,166224.75471698114
30.0,Male,Bachelor,Back end Developer,5.0,100000.0,0.0,1.0,0.0,2.0,102352.56147540984
42.0,Male,Master,Software Engineer Manager,13.0,170000.0,0.0,1.0,0.0,3.0,172960.62933333335
33.0,Female,Bachelor,Full Stack Engineer,6.0,115000.0,1.0,0.0,0.0,2.0,126719.84090909091
45.0,Male,PhD,Senior Project Engineer,16.0,185000.0,0.0,1.0,0.0,4.0,166224.75471698114
29.0,Female,Bachelor,Front end Developer,4.0,90000.0,1.0,0.0,0.0,2.0,85025.84166666666
39.0,Female,Master,Software Engineer Manager,12.0,160000.0,1.0,0.0,0.0,3.0,172960.62933333335
27.0,Male,Bachelor,Back end Developer,3.0,80000.0,0.0,1.0,0.0,2.0,102352.56147540984
49.0,Male,PhD,Senior Project Engineer,17.0,195000.0,0.0,1.0,0.0,4.0,166224.75471698114
32.0,Female,Master,Full Stack Engineer,6.0,115000.0,1.0,0.0,0.0,3.0,126719.84090909091
36.0,Male,Bachelor,Software Engineer Manager,8.0,135000.0,0.0,1.0,0.0,2.0,172960.62933333335
27.0,Male,Bachelor,Front end Developer,2.0,65000.0,0.0,1.0,0.0,2.0,85025.84166666666
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,1.0,0.0,0.0,4.0,166224.75471698114
34.0,Male,Master,Back end Developer,8.0,140000.0,0.0,1.0,0.0,3.0,102352.56147540984
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0,0.0,1.0,0.0,4.0,172960.62933333335
33.0,Female,Bachelor,Full Stack Engineer,7.0,130000.0,1.0,0.0,0.0,2.0,126719.84090909091
30.0,Female,Master,Front end Developer,5.0,105000.0,1.0,0.0,0.0,3.0,85025.84166666666
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0,0.0,1.0,0.0,4.0,166224.75471698114
30.0,Male,Bachelor,Back end Developer,5.0,100000.0,0.0,1.0,0.0,2.0,102352.56147540984
42.0,Male,Master,Software Engineer Manager,13.0,170000.0,0.0,1.0,0.0,3.0,172960.62933333335
33.0,Female,Bachelor,Full Stack Engineer,6.0,115000.0,1.0,0.0,0.0,2.0,126719.84090909091
45.0,Male,PhD,Senior Project Engineer,16.0,185000.0,0.0,1.0,0.0,4.0,166224.75471698114
29.0,Female,Bachelor,Front end Developer,4.0,90000.0,1.0,0.0,0.0,2.0,85025.84166666666
39.0,Female,Master,Software Engineer Manager,12.0,160000.0,1.0,0.0,0.0,3.0,172960.62933333335
27.0,Male,Bachelor,Back end Developer,3.0,80000.0,0.0,1.0,0.0,2.0,102352.56147540984
49.0,Male,PhD,Senior Project Engineer,17.0,195000.0,0.0,1.0,0.0,4.0,166224.75471698114
32.0,Female,Master,Full Stack Engineer,6.0,115000.0,1.0,0.0,0.0,3.0,126719.84090909091
36.0,Male,Bachelor,Software Engineer Manager,8.0,135000.0,0.0,1.0,0.0,2.0,172960.62933333335
27.0,Male,Bachelor,Front end Developer,2.0,65000.0,0.0,1.0,0.0,2.0,85025.84166666666
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,1.0,0.0,0.0,4.0,166224.75471698114
34.0,Male,Master,Back end Developer,8.0,140000.0,0.0,1.0,0.0,3.0,102352.56147540984
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0,0.0,1.0,0.0,4.0,172960.62933333335
33.0,Female,Bachelor,Full Stack Engineer,7.0,130000.0,1.0,0.0,0.0,2.0,126719.84090909091
30.0,Female,Master,Front end Developer,5.0,105000.0,1.0,0.0,0.0,3.0,85025.84166666666
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0,0.0,1.0,0.0,4.0,166224.75471698114
30.0,Male,Bachelor,Back end Developer,5.0,100000.0,0.0,1.0,0.0,2.0,102352.56147540984
42.0,Male,Master,Software Engineer Manager,13.0,170000.0,0.0,1.0,0.0,3.0,172960.62933333335
33.0,Female,Bachelor,Full Stack Engineer,6.0,115000.0,1.0,0.0,0.0,2.0,126719.84090909091
45.0,Male,PhD,Senior Project Engineer,16.0,185000.0,0.0,1.0,0.0,4.0,166224.75471698114
29.0,Female,Bachelor,Front end Developer,4.0,90000.0,1.0,0.0,0.0,2.0,85025.84166666666
39.0,Female,Master,Software Engineer Manager,12.0,160000.0,1.0,0.0,0.0,3.0,172960.62933333335
27.0,Male,Bachelor,Back end Developer,3.0,80000.0,0.0,1.0,0.0,2.0,102352.56147540984
49.0,Male,PhD,Senior Project Engineer,17.0,195000.0,0.0,1.0,0.0,4.0,166224.75471698114
32.0,Female,Master,Full Stack Engineer,6.0,115000.0,1.0,0.0,0.0,3.0,126719.84090909091
36.0,Male,Bachelor,Software Engineer Manager,8.0,135000.0,0.0,1.0,0.0,2.0,172960.62933333335
27.0,Male,Bachelor,Front end Developer,2.0,65000.0,0.0,1.0,0.0,2.0,85025.84166666666
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,1.0,0.0,0.0,4.0,166224.75471698114
34.0,Male,Master,Back end Developer,8.0,140000.0,0.0,1.0,0.0,3.0,102352.56147540984
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0,0.0,1.0,0.0,4.0,172960.62933333335
33.0,Female,Bachelor,Full Stack Engineer,7.0,130000.0,1.0,0.0,0.0,2.0,126719.84090909091
30.0,Female,Master,Front end Developer,5.0,105000.0,1.0,0.0,0.0,3.0,85025.84166666666
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0,0.0,1.0,0.0,4.0,166224.75471698114
30.0,Male,Bachelor,Back end Developer,5.0,100000.0,0.0,1.0,0.0,2.0,102352.56147540984
42.0,Male,Master,Software Engineer Manager,13.0,170000.0,0.0,1.0,0.0,3.0,172960.62933333335
33.0,Female,Bachelor,Full Stack Engineer,6.0,115000.0,1.0,0.0,0.0,2.0,126719.84090909091
45.0,Male,PhD,Senior Project Engineer,16.0,185000.0,0.0,1.0,0.0,4.0,166224.75471698114
29.0,Female,Bachelor,Front end Developer,4.0,90000.0,1.0,0.0,0.0,2.0,85025.84166666666
39.0,Female,Master,Software Engineer Manager,12.0,160000.0,1.0,0.0,0.0,3.0,172960.62933333335
27.0,Male,Bachelor,Back end Developer,3.0,80000.0,0.0,1.0,0.0,2.0,102352.56147540984
49.0,Male,PhD,Senior Project Engineer,17.0,195000.0,0.0,1.0,0.0,4.0,166224.75471698114
32.0,Female,Master,Full Stack Engineer,6.0,115000.0,1.0,0.0,0.0,3.0,126719.84090909091
36.0,Male,Bachelor,Software Engineer Manager,8.0,135000.0,0.0,1.0,0.0,2.0,172960.62933333335
27.0,Male,Bachelor,Front end Developer,2.0,65000.0,0.0,1.0,0.0,2.0,85025.84166666666
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,1.0,0.0,0.0,4.0,166224.75471698114
34.0,Male,Master,Back end Developer,8.0,140000.0,0.0,1.0,0.0,3.0,102352.56147540984
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0,0.0,1.0,0.0,4.0,172960.62933333335
33.0,Female,Bachelor,Full Stack Engineer,7.0,130000.0,1.0,0.0,0.0,2.0,126719.84090909091
30.0,Female,Master,Front end Developer,5.0,105000.0,1.0,0.0,0.0,3.0,85025.84166666666
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0,0.0,1.0,0.0,4.0,166224.75471698114
30.0,Male,Bachelor,Back end Developer,5.0,100000.0,0.0,1.0,0.0,2.0,102352.56147540984
42.0,Male,Master,Software Engineer Manager,13.0,170000.0,0.0,1.0,0.0,3.0,172960.62933333335
33.0,Female,Bachelor,Full Stack Engineer,6.0,115000.0,1.0,0.0,0.0,2.0,126719.84090909091
45.0,Male,PhD,Senior Project Engineer,16.0,185000.0,0.0,1.0,0.0,4.0,166224.75471698114
29.0,Female,Bachelor,Front end Developer,4.0,90000.0,1.0,0.0,0.0,2.0,85025.84166666666
31.0,Male,Master,Software Engineer Manager,8.0,130000.0,0.0,1.0,0.0,3.0,172960.62933333335
27.0,Male,Bachelor,Back end Developer,3.0,80000.0,0.0,1.0,0.0,2.0,102352.56147540984
43.0,Male,PhD,Senior Project Engineer,15.0,180000.0,0.0,1.0,0.0,4.0,166224.75471698114
35.0,Female,Master,Full Stack Engineer,8.0,140000.0,1.0,0.0,0.0,3.0,126719.84090909091
42.0,Male,Bachelor,Software Engineer Manager,12.0,160000.0,0.0,1.0,0.0,2.0,172960.62933333335
28.0,Female,Bachelor,Front end Developer,2.0,55000.0,1.0,0.0,0.0,2.0,85025.84166666666
44.0,Female,PhD,Senior Project Engineer,16.0,190000.0,1.0,0.0,0.0,4.0,166224.75471698114
32.0,Male,Master,Back end Developer,7.0,120000.0,0.0,1.0,0.0,3.0,102352.56147540984
48.0,Male,PhD,Software Engineer Manager,18.0,200000.0,0.0,1.0,0.0,4.0,172960.62933333335
30.0,Female,Bachelor,Full Stack Engineer,5.0,100000.0,1.0,0.0,0.0,2.0,126719.84090909091
34.0,Male,Master,Front end Developer,9.0,150000.0,0.0,1.0,0.0,3.0,85025.84166666666
37.0,Female,Bachelor,Software Engineer Manager,11.0,170000.0,1.0,0.0,0.0,2.0,172960.62933333335
26.0,Male,Bachelor,Back end Developer,2.0,65000.0,0.0,1.0,0.0,2.0,102352.56147540984
49.0,Female,PhD,Senior Project Engineer,19.0,210000.0,1.0,0.0,0.0,4.0,166224.75471698114
29.0,Male,Bachelor,Full Stack Engineer,4.0,90000.0,0.0,1.0,0.0,2.0,126719.84090909091
41.0,Male,Master,Software Engineer Manager,14.0,180000.0,0.0,1.0,0.0,3.0,172960.62933333335
31.0,Female,Bachelor,Front end Developer,6.0,110000.0,1.0,0.0,0.0,2.0,85025.84166666666
37.0,Male,Master,Software Engineer Manager,10.0,150000.0,0.0,1.0,0.0,3.0,172960.62933333335
27.0,Male,Bachelor,Back end Developer,3.0,80000.0,0.0,1.0,0.0,2.0,102352.56147540984
50.0,Male,PhD,Senior Project Engineer,18.0,195000.0,0.0,1.0,0.0,4.0,166224.75471698114
32.0,Female,Master,Full Stack Engineer,6.0,115000.0,1.0,0.0,0.0,3.0,126719.84090909091
36.0,Male,Bachelor,Software Engineer Manager,8.0,135000.0,0.0,1.0,0.0,2.0,172960.62933333335
27.0,Male,Bachelor,Front end Developer,2.0,65000.0,0.0,1.0,0.0,2.0,85025.84166666666
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,1.0,0.0,0.0,4.0,166224.75471698114
34.0,Male,Master,Back end Developer,8.0,140000.0,0.0,1.0,0.0,3.0,102352.56147540984
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0,0.0,1.0,0.0,4.0,172960.62933333335
33.0,Female,Bachelor,Full Stack Engineer,7.0,130000.0,1.0,0.0,0.0,2.0,126719.84090909091
30.0,Female,Master,Front end Developer,5.0,105000.0,1.0,0.0,0.0,3.0,85025.84166666666
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0,0.0,1.0,0.0,4.0,166224.75471698114
30.0,Male,Bachelor,Back end Developer,5.0,100000.0,0.0,1.0,0.0,2.0,102352.56147540984
42.0,Male,Master,Software Engineer Manager,13.0,170000.0,0.0,1.0,0.0,3.0,172960.62933333335
33.0,Female,Bachelor,Full Stack Engineer,6.0,115000.0,1.0,0.0,0.0,2.0,126719.84090909091
45.0,Male,PhD,Senior Project Engineer,16.0,185000.0,0.0,1.0,0.0,4.0,166224.75471698114
29.0,Female,Bachelor,Front end Developer,4.0,90000.0,1.0,0.0,0.0,2.0,85025.84166666666
39.0,Female,Master,Software Engineer Manager,12.0,160000.0,1.0,0.0,0.0,3.0,172960.62933333335
27.0,Male,Bachelor,Back end Developer,3.0,80000.0,0.0,1.0,0.0,2.0,102352.56147540984
49.0,Male,PhD,Senior Project Engineer,17.0,195000.0,0.0,1.0,0.0,4.0,166224.75471698114
32.0,Female,Master,Full Stack Engineer,6.0,115000.0,1.0,0.0,0.0,3.0,126719.84090909091
36.0,Male,Bachelor,Software Engineer Manager,8.0,135000.0,0.0,1.0,0.0,2.0,172960.62933333335
27.0,Male,Bachelor,Front end Developer,2.0,65000.0,0.0,1.0,0.0,2.0,85025.84166666666
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,1.0,0.0,0.0,4.0,166224.75471698114
34.0,Male,Master,Back end Developer,8.0,140000.0,0.0,1.0,0.0,3.0,102352.56147540984
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0,0.0,1.0,0.0,4.0,172960.62933333335
33.0,Female,Bachelor,Full Stack Engineer,7.0,130000.0,1.0,0.0,0.0,2.0,126719.84090909091
30.0,Female,Master,Front end Developer,5.0,105000.0,1.0,0.0,0.0,3.0,85025.84166666666
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0,0.0,1.0,0.0,4.0,166224.75471698114
30.0,Male,Bachelor,Back end Developer,5.0,100000.0,0.0,1.0,0.0,2.0,102352.56147540984
42.0,Male,Master,Software Engineer Manager,13.0,170000.0,0.0,1.0,0.0,3.0,172960.62933333335
33.0,Female,Bachelor,Full Stack Engineer,6.0,115000.0,1.0,0.0,0.0,2.0,126719.84090909091
45.0,Male,PhD,Senior Project Engineer,16.0,185000.0,0.0,1.0,0.0,4.0,166224.75471698114
29.0,Female,Bachelor,Front end Developer,4.0,90000.0,1.0,0.0,0.0,2.0,85025.84166666666
39.0,Female,Master,Software Engineer Manager,12.0,160000.0,1.0,0.0,0.0,3.0,172960.62933333335
27.0,Male,Bachelor,Back end Developer,3.0,80000.0,0.0,1.0,0.0,2.0,102352.56147540984
49.0,Male,PhD,Senior Project Engineer,17.0,195000.0,0.0,1.0,0.0,4.0,166224.75471698114
32.0,Female,Master,Full Stack Engineer,6.0,115000.0,1.0,0.0,0.0,3.0,126719.84090909091
36.0,Male,Bachelor,Software Engineer Manager,8.0,135000.0,0.0,1.0,0.0,2.0,172960.62933333335
27.0,Male,Bachelor,Front end Developer,2.0,65000.0,0.0,1.0,0.0,2.0,85025.84166666666
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,1.0,0.0,0.0,4.0,166224.75471698114
34.0,Male,Master,Back end Developer,8.0,140000.0,0.0,1.0,0.0,3.0,102352.56147540984
46.0,Female,PhD,Senior Project Engineer,16.0,185000.0,1.0,0.0,0.0,4.0,166224.75471698114
33.0,Male,Bachelor,Full Stack Engineer,7.0,130000.0,0.0,1.0,0.0,2.0,126719.84090909091
30.0,Male,Master,Front end Developer,5.0,105000.0,0.0,1.0,0.0,3.0,85025.84166666666
50.0,Male,PhD,Software Engineer Manager,20.0,210000.0,0.0,1.0,0.0,4.0,172960.62933333335
31.0,Male,Bachelor,Back end Developer,6.0,95000.0,0.0,1.0,0.0,2.0,102352.56147540984
39.0,Female,Master,Software Engineer Manager,11.0,170000.0,1.0,0.0,0.0,3.0,172960.62933333335
27.0,Male,Bachelor,Front end Developer,2.0,65000.0,0.0,1.0,0.0,2.0,85025.84166666666
44.0,Female,PhD,Senior Project Engineer,16.0,190000.0,1.0,0.0,0.0,4.0,166224.75471698114
32.0,Male,Master,Back end Developer,7.0,120000.0,0.0,1.0,0.0,3.0,102352.56147540984
48.0,Male,PhD,Software Engineer Manager,19.0,200000.0,0.0,1.0,0.0,4.0,172960.62933333335
30.0,Female,Bachelor,Full Stack Engineer,5.0,100000.0,1.0,0.0,0.0,2.0,126719.84090909091
34.0,Male,Master,Front end Developer,9.0,150000.0,0.0,1.0,0.0,3.0,85025.84166666666
37.0,Female,Bachelor,Software Engineer Manager,11.0,170000.0,1.0,0.0,0.0,2.0,172960.62933333335
26.0,Male,Bachelor,Back end Developer,2.0,65000.0,0.0,1.0,0.0,2.0,102352.56147540984
49.0,Female,PhD,Senior Project Engineer,19.0,210000.0,1.0,0.0,0.0,4.0,166224.75471698114
29.0,Male,Bachelor,Full Stack Engineer,4.0,90000.0,0.0,1.0,0.0,2.0,126719.84090909091
41.0,Male,Master,Software Engineer Manager,14.0,180000.0,0.0,1.0,0.0,3.0,172960.62933333335
31.0,Female,Bachelor,Front end Developer,6.0,110000.0,1.0,0.0,0.0,2.0,85025.84166666666
37.0,Male,Master,Software Engineer Manager,10.0,150000.0,0.0,1.0,0.0,3.0,172960.62933333335
27.0,Male,Bachelor,Back end Developer,3.0,80000.0,0.0,1.0,0.0,2.0,102352.56147540984
50.0,Male,PhD,Senior Project Engineer,18.0,195000.0,0.0,1.0,0.0,4.0,166224.75471698114
32.0,Female,Master,Full Stack Engineer,6.0,115000.0,1.0,0.0,0.0,3.0,126719.84090909091
36.0,Male,Bachelor,Software Engineer Manager,8.0,135000.0,0.0,1.0,0.0,2.0,172960.62933333335
27.0,Male,Bachelor,Front end Developer,2.0,65000.0,0.0,1.0,0.0,2.0,85025.84166666666
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,1.0,0.0,0.0,4.0,166224.75471698114
34.0,Male,Master,Back end Developer,8.0,140000.0,0.0,1.0,0.0,3.0,102352.56147540984
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0,0.0,1.0,0.0,4.0,172960.62933333335
33.0,Female,Bachelor,Full Stack Engineer,7.0,130000.0,1.0,0.0,0.0,2.0,126719.84090909091
30.0,Female,Master,Front end Developer,5.0,105000.0,1.0,0.0,0.0,3.0,85025.84166666666
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0,0.0,1.0,0.0,4.0,166224.75471698114
30.0,Male,Bachelor,Back end Developer,5.0,100000.0,0.0,1.0,0.0,2.0,102352.56147540984
42.0,Male,Master,Software Engineer Manager,13.0,170000.0,0.0,1.0,0.0,3.0,172960.62933333335
33.0,Female,Bachelor,Full Stack Engineer,6.0,115000.0,1.0,0.0,0.0,2.0,126719.84090909091
45.0,Male,PhD,Senior Project Engineer,16.0,185000.0,0.0,1.0,0.0,4.0,166224.75471698114
29.0,Female,Bachelor,Front end Developer,4.0,90000.0,1.0,0.0,0.0,2.0,85025.84166666666
39.0,Female,Master,Software Engineer Manager,12.0,160000.0,1.0,0.0,0.0,3.0,172960.62933333335
27.0,Male,Bachelor,Back end Developer,3.0,80000.0,0.0,1.0,0.0,2.0,102352.56147540984
49.0,Male,PhD,Senior Project Engineer,17.0,195000.0,0.0,1.0,0.0,4.0,166224.75471698114
32.0,Female,Master,Full Stack Engineer,6.0,115000.0,1.0,0.0,0.0,3.0,126719.84090909091
36.0,Male,Bachelor,Software Engineer Manager,8.0,135000.0,0.0,1.0,0.0,2.0,172960.62933333335
27.0,Male,Bachelor,Front end Developer,2.0,65000.0,0.0,1.0,0.0,2.0,85025.84166666666
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,1.0,0.0,0.0,4.0,166224.75471698114
34.0,Male,Master,Back end Developer,8.0,140000.0,0.0,1.0,0.0,3.0,102352.56147540984
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0,0.0,1.0,0.0,4.0,172960.62933333335
33.0,Female,Bachelor,Full Stack Engineer,7.0,130000.0,1.0,0.0,0.0,2.0,126719.84090909091
30.0,Female,Master,Front end Developer,5.0,105000.0,1.0,0.0,0.0,3.0,85025.84166666666
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0,0.0,1.0,0.0,4.0,166224.75471698114
30.0,Male,Bachelor,Back end Developer,5.0,100000.0,0.0,1.0,0.0,2.0,102352.56147540984
42.0,Male,Master,Software Engineer Manager,13.0,170000.0,0.0,1.0,0.0,3.0,172960.62933333335
33.0,Female,Bachelor,Full Stack Engineer,6.0,115000.0,1.0,0.0,0.0,2.0,126719.84090909091
45.0,Male,PhD,Senior Project Engineer,16.0,185000.0,0.0,1.0,0.0,4.0,166224.75471698114
29.0,Female,Bachelor,Front end Developer,4.0,90000.0,1.0,0.0,0.0,2.0,85025.84166666666
39.0,Female,Master,Software Engineer Manager,12.0,160000.0,1.0,0.0,0.0,3.0,172960.62933333335
27.0,Male,Bachelor,Back end Developer,3.0,80000.0,0.0,1.0,0.0,2.0,102352.56147540984
49.0,Male,PhD,Senior Project Engineer,17.0,195000.0,0.0,1.0,0.0,4.0,166224.75471698114
32.0,Female,Master,Full Stack Engineer,6.0,115000.0,1.0,0.0,0.0,3.0,126719.84090909091
36.0,Male,Bachelor,Software Engineer Manager,8.0,135000.0,0.0,1.0,0.0,2.0,172960.62933333335
27.0,Male,Bachelor,Front end Developer,2.0,65000.0,0.0,1.0,0.0,2.0,85025.84166666666
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,1.0,0.0,0.0,4.0,166224.75471698114
34.0,Male,Master,Back end Developer,8.0,140000.0,0.0,1.0,0.0,3.0,102352.56147540984
28.0,Male,Bachelor,Software Engineer,4.0,75000.0,0.0,1.0,0.0,2.0,113243.24324324324
33.0,Female,Master,Data Analyst,7.0,95000.0,1.0,0.0,0.0,3.0,125090.90909090909
22.0,Male,Bachelor,Front End Developer,1.0,50000.0,0.0,1.0,0.0,2.0,77419.35483870968
44.0,Male,PhD,Senior Data Scientist,15.0,180000.0,0.0,1.0,0.0,4.0,151147.54098360657
