user_ID,Age,Gender,Education Level,Job Title,Years of Experience,Salary
U1445,24.0,m,E02,J179,1.0,60000.0
U1446,44.0,f,E03,J068,11.0,170000.0
U1447,36.0,m,E03,J068,7.0,140000.0
U1448,28.0,f,E03,J178,4.0,110000.0
U1449,28.0,m,E02,J179,2.0,70000.0
U1450,37.0,m,E03,J068,9.0,145000.0
U1451,54.0,m,E04,J175,16.0,190000.0
U1452,58.0,m,E04,J175,17.0,200000.0
U1453,27.0,m,E02,J179,3.0,80000.0
U1454,30.0,m,E02,J176,4.0,95000.0
U1455,27.0,f,E03,J178,3.0,100000.0
U1456,54.0,m,E04,J175,17.0,195000.0
U1457,49.0,m,E04,J175,15.0,185000.0
U1458,38.0,m,E03,J068,10.0,155000.0
U1459,54.0,m,E04,J175,18.0,195000.0
U1460,31.0,m,E03,J177,6.0,125000.0
U1461,56.0,m,E04,J175,17.0,195000.0
U1462,31.0,m,E03,J068,7.0,140000.0
U1463,42.0,m,E04,J068,14.0,170000.0
U1464,44.0,m,E03,J177,11.0,170000.0
U1465,37.0,m,E03,J068,9.0,150000.0
U1466,24.0,f,E02,J176,1.0,60000.0
U1467,27.0,m,E02,J179,2.0,70000.0
U1468,42.0,m,E04,J068,14.0,170000.0
U1469,24.0,f,E02,J179,1.0,55000.0
U1470,28.0,f,E02,J179,3.0,80000.0
U1471,43.0,m,E04,J177,13.0,185000.0
U1472,31.0,m,E03,J178,7.0,140000.0
U1473,43.0,m,E04,J175,13.0,180000.0
U1474,27.0,f,E03,J176,2.0,70000.0
U1475,49.0,m,E04,J175,15.0,185000.0
U1476,48.0,m,E04,J177,16.0,190000.0
U1477,31.0,m,E03,J177,6.0,125000.0
U1478,40.0,m,E04,J068,12.0,160000.0
U1479,36.0,m,E03,J068,8.0,140000.0
U1480,54.0,m,E04,J175,17.0,195000.0
U1481,27.0,m,E02,J179,2.0,70000.0
U1482,28.0,m,E02,J179,2.0,70000.0
U1483,44.0,m,E03,J177,11.0,170000.0
U1484,43.0,m,E04,J177,13.0,185000.0
U1485,54.0,m,E04,J175,17.0,195000.0
U1486,32.0,m,E03,J176,6.0,130000.0
U1487,38.0,m,E03,J068,10.0,155000.0
U1488,49.0,m,E04,J175,15.0,185000.0
U1489,27.0,m,E02,J179,3.0,80000.0
U1490,54.0,m,E04,J175,17.0,195000.0
U1491,31.0,m,E03,J177,7.0,135000.0
U1492,24.0,m,E02,J176,1.0,55000.0
U1493,48.0,m,E04,J177,16.0,190000.0
U1494,27.0,f,E03,J176,2.0,70000.0
U1495,43.0,m,E04,J177,13.0,185000.0
U1496,44.0,m,E03,J177,11.0,170000.0
U1497,37.0,m,E03,J068,9.0,150000.0
U1498,56.0,m,E04,J175,17.0,195000.0
U1499,28.0,m,E02,J179,2.0,70000.0
U1500,54.0,m,E04,J175,17.0,195000.0
U1501,31.0,m,E03,J177,6.0,125000.0
U1502,49.0,m,E04,J175,15.0,185000.0
U1503,27.0,f,E03,J176,2.0,70000.0
U1504,38.0,m,E03,J068,10.0,155000.0
U1505,27.0,m,E02,J179,3.0,80000.0
U1506,43.0,m,E04,J177,13.0,185000.0
U1507,48.0,m,E04,J177,16.0,190000.0
U1508,44.0,m,E03,J177,11.0,170000.0
U1509,54.0,m,E04,J175,17.0,195000.0
U1510,37.0,m,E03,J068,9.0,150000.0
U1511,28.0,m,E02,J179,2.0,70000.0
U1512,27.0,f,E03,J176,2.0,70000.0
U1513,49.0,m,E04,J175,15.0,185000.0
U1514,31.0,m,E03,J177,7.0,135000.0
U1515,27.0,m,E02,J179,3.0,80000.0
U1516,54.0,m,E04,J175,17.0,195000.0
U1517,38.0,m,E03,J068,10.0,155000.0
U1518,44.0,m,E03,J177,11.0,170000.0
U1519,43.0,m,E04,J177,13.0,185000.0
U1520,27.0,m,E02,J179,2.0,70000.0
U1521,48.0,m,E04,J177,16.0,190000.0
U1522,31.0,m,E03,J177,6.0,125000.0
U1523,54.0,m,E04,J175,17.0,195000.0
U1524,37.0,m,E03,J068,9.0,150000.0
U1525,28.0,m,E02,J179,2.0,70000.0
U1526,27.0,f,E03,J176,2.0,70000.0
U1527,34.0,m,E02,J179,5.0,95000.0
U1528,43.0,f,E03,J068,12.0,170000.0
U1529,27.0,m,E02,J176,2.0,75000.0
U1530,56.0,f,E04,J175,18.0,210000.0
U1531,32.0,m,E03,J178,7.0,135000.0
U1532,40.0,m,E04,J068,12.0,160000.0
U1533,23.0,m,E02,J179,1.0,55000.0
U1534,46.0,m,E04,J177,16.0,190000.0
U1535,41.0,f,E04,J177,11.0,165000.0
U1536,28.0,f,E02,J179,3.0,80000.0
U1537,34.0,m,E02,J176,6.0,120000.0
U1538,49.0,m,E04,J175,15.0,185000.0
U1539,43.0,m,E04,J177,13.0,185000.0
U1540,54.0,m,E04,J175,16.0,190000.0
U1541,36.0,m,E03,J068,8.0,140000.0
U1542,33.0,m,E03,J178,6.0,130000.0
U1543,27.0,f,E03,J176,2.0,70000.0
U1544,44.0,m,E03,J177,11.0,170000.0
U1545,31.0,m,E03,J177,6.0,125000.0
U1546,38.0,m,E03,J068,10.0,155000.0
U1547,27.0,m,E02,J179,2.0,70000.0
U1548,54.0,m,E04,J175,17.0,195000.0
U1549,31.0,m,E03,J068,7.0,140000.0
U1550,32.0,m,E03,J176,6.0,130000.0
U1551,38.0,f,E03,J176,10.0,155000.0
U1552,51.0,m,E04,J175,16.0,190000.0
U1553,28.0,m,E02,J179,2.0,70000.0
U1554,27.0,m,E02,J179,3.0,80000.0
U1555,43.0,m,E04,J177,13.0,185000.0
U1556,27.0,f,E03,J178,3.0,100000.0
U1557,49.0,m,E04,J175,15.0,185000.0
U1558,48.0,m,E04,J177,16.0,190000.0
U1559,31.0,m,E03,J177,7.0,135000.0
U1560,40.0,f,E04,J068,12.0,160000.0
U1561,24.0,m,E02,J179,1.0,55000.0
U1562,27.0,m,E02,J179,3.0,80000.0
U1563,42.0,m,E04,J068,14.0,170000.0
U1564,24.0,f,E02,J179,1.0,55000.0
U1565,28.0,f,E02,J179,3.0,80000.0
U1566,43.0,m,E04,J177,13.0,185000.0
U1567,31.0,m,E03,J178,7.0,140000.0
U1568,43.0,m,E04,J175,13.0,180000.0
U1569,27.0,f,E03,J176,2.0,70000.0
U1570,49.0,m,E04,J175,15.0,185000.0
U1571,48.0,m,E04,J177,16.0,190000.0
U1572,31.0,m,E03,J177,6.0,125000.0
U1573,40.0,m,E04,J068,12.0,160000.0
U1574,36.0,m,E03,J068,8.0,140000.0
U1575,54.0,m,E04,J175,17.0,195000.0
U1576,27.0,m,E02,J179,2.0,70000.0
U1577,28.0,m,E02,J179,2.0,70000.0
U1578,44.0,m,E03,J177,11.0,170000.0
U1579,43.0,m,E04,J177,13.0,185000.0
U1580,54.0,m,E04,J175,17.0,195000.0
U1581,32.0,m,E03,J176,6.0,130000.0
U1582,38.0,m,E03,J068,10.0,155000.0
U1583,49.0,m,E04,J175,15.0,185000.0
U1584,27.0,m,E02,J179,3.0,80000.0
U1585,54.0,m,E04,J175,17.0,195000.0
U1586,31.0,m,E03,J177,7.0,135000.0
U1587,24.0,m,E02,J176,1.0,55000.0
U1588,48.0,m,E04,J177,16.0,190000.0
U1589,27.0,f,E03,J176,2.0,70000.0
U1590,43.0,m,E04,J177,13.0,185000.0
U1591,44.0,m,E03,J177,11.0,170000.0
U1592,37.0,m,E03,J068,9.0,150000.0
U1593,56.0,m,E04,J175,17.0,195000.0
U1594,28.0,m,E02,J179,2.0,70000.0
U1595,54.0,m,E04,J175,17.0,195000.0
U1596,31.0,m,E03,J177,6.0,125000.0
U1597,49.0,m,E04,J175,15.0,185000.0
U1598,54.0,m,E04,J175,17.0,195000.0
U1599,27.0,m,E02,J179,3.0,80000.0
U1600,42.0,m,E04,J068,14.0,170000.0
U1601,38.0,m,E03,J068,10.0,155000.0
U1602,43.0,m,E04,J177,13.0,185000.0
U1603,27.0,m,E02,J179,2.0,70000.0
U1604,31.0,m,E03,J178,7.0,140000.0
U1605,54.0,m,E04,J175,17.0,195000.0
U1606,36.0,m,E03,J068,8.0,140000.0
U1607,27.0,f,E03,J176,2.0,70000.0
U1608,49.0,m,E04,J175,15.0,185000.0
U1609,48.0,m,E04,J177,16.0,190000.0
U1610,31.0,m,E03,J177,7.0,135000.0
U1611,40.0,f,E04,J068,12.0,160000.0
U1612,24.0,m,E02,J179,1.0,55000.0
U1613,27.0,m,E02,J179,3.0,80000.0
U1614,43.0,m,E04,J177,13.0,185000.0
U1615,27.0,f,E03,J178,3.0,100000.0
U1616,49.0,m,E04,J175,15.0,185000.0
U1617,48.0,m,E04,J177,16.0,190000.0
U1618,31.0,m,E03,J177,6.0,125000.0
U1619,40.0,m,E04,J068,12.0,160000.0
U1620,36.0,m,E03,J068,8.0,140000.0
U1621,54.0,m,E04,J175,17.0,195000.0
U1622,27.0,m,E02,J179,2.0,70000.0
U1623,28.0,m,E02,J179,2.0,70000.0
U1624,44.0,m,E03,J177,11.0,170000.0
U1625,43.0,m,E04,J177,13.0,185000.0
U1626,54.0,m,E04,J175,17.0,195000.0
U1627,32.0,m,E03,J176,6.0,130000.0
U1628,38.0,m,E03,J068,10.0,155000.0
U1629,49.0,m,E04,J175,15.0,185000.0
U1630,27.0,m,E02,J179,3.0,80000.0
U1631,54.0,m,E04,J175,17.0,195000.0
U1632,31.0,m,E03,J177,7.0,135000.0
U1633,24.0,m,E02,J176,1.0,55000.0
U1634,48.0,m,E04,J177,16.0,190000.0
U1635,27.0,f,E03,J176,2.0,70000.0
U1636,43.0,m,E04,J177,13.0,185000.0
U1637,44.0,m,E03,J177,11.0,170000.0
U1638,37.0,m,E03,J068,9.0,150000.0
U1639,56.0,m,E04,J175,17.0,195000.0
U1640,28.0,m,E02,J179,2.0,70000.0
U1641,54.0,m,E04,J175,17.0,195000.0
U1642,31.0,m,E03,J177,6.0,125000.0
U1643,49.0,m,E04,J175,15.0,185000.0
U1644,54.0,m,E04,J175,17.0,195000.0
U1645,27.0,m,E02,J179,3.0,80000.0
U1646,42.0,m,E04,J068,14.0,170000.0
U1647,38.0,m,E03,J068,10.0,155000.0
U1648,36.0,m,E02,J179,7.0,120000.0
U1649,29.0,f,E03,J176,3.0,90000.0
U1650,41.0,f,E04,J175,14.0,180000.0
U1651,33.0,m,E02,J178,7.0,130000.0
U1652,42.0,m,E04,J068,12.0,170000.0
U1653,28.0,m,E02,J176,2.0,70000.0
U1654,55.0,m,E04,J175,18.0,210000.0
U1655,26.0,f,E03,J179,1.0,55000.0
U1656,47.0,m,E04,J177,16.0,190000.0
U1657,44.0,f,E04,J175,11.0,165000.0
U1658,30.0,m,E03,J178,5.0,105000.0
U1659,39.0,f,E03,J068,11.0,160000.0
U1660,32.0,m,E02,J179,6.0,110000.0
U1661,50.0,m,E04,J175,17.0,195000.0
U1662,27.0,m,E02,J176,3.0,85000.0
U1663,46.0,m,E04,J177,14.0,180000.0
U1664,25.0,f,E02,J179,1.0,55000.0
U1665,43.0,m,E04,J177,13.0,185000.0
U1666,35.0,m,E02,J176,8.0,140000.0
U1667,29.0,f,E03,J176,3.0,90000.0
U1668,40.0,f,E04,J068,12.0,160000.0
U1669,35.0,m,E02,J178,8.0,145000.0
U1670,41.0,m,E04,J177,13.0,185000.0
U1671,30.0,m,E03,J178,5.0,105000.0
U1672,33.0,m,E02,J179,6.0,110000.0
U1673,55.0,m,E04,J175,18.0,210000.0
U1674,26.0,f,E03,J179,1.0,55000.0
U1675,47.0,m,E04,J177,16.0,190000.0
U1676,44.0,f,E04,J175,11.0,165000.0
U1677,30.0,m,E03,J178,5.0,105000.0
U1678,39.0,f,E03,J068,11.0,160000.0
U1679,32.0,m,E02,J179,6.0,110000.0
U1680,50.0,m,E04,J175,17.0,195000.0
U1681,27.0,m,E02,J176,3.0,85000.0
U1682,46.0,m,E04,J177,14.0,180000.0
U1683,25.0,f,E02,J179,1.0,55000.0
U1684,43.0,m,E04,J177,13.0,185000.0
U1685,35.0,m,E02,J176,8.0,140000.0
U1686,29.0,f,E03,J176,3.0,90000.0
U1687,40.0,f,E04,J068,12.0,160000.0
U1688,35.0,m,E02,J178,8.0,145000.0
U1689,41.0,m,E04,J177,13.0,185000.0
U1690,30.0,m,E03,J178,5.0,105000.0
U1691,33.0,m,E02,J179,6.0,110000.0
U1692,55.0,m,E04,J175,18.0,210000.0
U1693,26.0,f,E03,J179,1.0,55000.0
U1694,47.0,m,E04,J177,16.0,190000.0
U1695,44.0,f,E04,J175,11.0,165000.0
U1696,30.0,m,E03,J178,5.0,105000.0
U1697,39.0,f,E03,J068,11.0,160000.0
U1698,32.0,m,E02,J179,6.0,110000.0
U1699,50.0,m,E04,J175,17.0,195000.0
U1700,27.0,m,E02,J176,3.0,85000.0
U1701,46.0,m,E04,J177,14.0,180000.0
U1702,25.0,f,E02,J179,1.0,55000.0
U1703,43.0,m,E04,J177,13.0,185000.0
U1704,35.0,m,E02,J176,8.0,140000.0
U1705,29.0,f,E03,J176,3.0,90000.0
U1706,40.0,f,E04,J068,12.0,160000.0
U1707,35.0,m,E02,J178,8.0,145000.0
U1708,41.0,m,E04,J177,13.0,185000.0
U1709,30.0,m,E03,J178,5.0,105000.0
U1710,33.0,m,E02,J179,6.0,110000.0
U1711,55.0,m,E04,J175,18.0,210000.0
U1712,26.0,f,E03,J179,1.0,55000.0
U1713,47.0,m,E04,J177,16.0,190000.0
U1714,44.0,f,E04,J175,11.0,165000.0
U1715,30.0,m,E03,J178,5.0,105000.0
U1716,39.0,f,E03,J068,11.0,160000.0
U1717,32.0,m,E02,J179,6.0,110000.0
U1718,50.0,m,E04,J175,17.0,195000.0
U1719,27.0,m,E02,J176,3.0,85000.0
U1720,46.0,m,E04,J177,14.0,180000.0
U1721,25.0,f,E02,J179,1.0,55000.0
U1722,43.0,m,E04,J177,13.0,185000.0
U1723,35.0,m,E02,J176,8.0,140000.0
U1724,29.0,f,E03,J176,3.0,90000.0
U1725,40.0,f,E04,J068,12.0,160000.0
U1726,35.0,m,E02,J178,8.0,145000.0
U1727,41.0,m,E04,J177,13.0,185000.0
U1728,30.0,m,E03,J178,5.0,105000.0
U1729,33.0,m,E02,J179,6.0,110000.0
U1730,55.0,m,E04,J175,18.0,210000.0
U1731,26.0,f,E03,J179,1.0,55000.0
U1732,47.0,m,E04,J177,16.0,190000.0
U1733,44.0,f,E04,J175,11.0,165000.0
U1734,30.0,m,E03,J178,5.0,105000.0
U1735,39.0,f,E03,J068,11.0,160000.0
U1736,32.0,m,E02,J179,6.0,110000.0
U1737,50.0,m,E04,J175,17.0,195000.0
U1738,27.0,m,E02,J176,3.0,85000.0
U1739,46.0,m,E04,J177,14.0,180000.0
U1740,25.0,f,E02,J179,1.0,55000.0
U1741,43.0,m,E04,J177,13.0,185000.0
U1742,35.0,m,E02,J176,8.0,140000.0
U1743,29.0,f,E03,J176,3.0,90000.0
U1744,40.0,f,E04,J068,12.0,160000.0
U1745,35.0,m,E02,J178,8.0,145000.0
U1746,41.0,m,E04,J177,13.0,185000.0
U1747,30.0,m,E03,J178,5.0,105000.0
U1748,33.0,m,E02,J179,6.0,110000.0
U1749,55.0,m,E04,J175,18.0,210000.0
U1750,26.0,f,E03,J179,1.0,55000.0
U1751,47.0,m,E04,J177,16.0,190000.0
U1752,44.0,f,E04,J175,11.0,165000.0
U1753,30.0,m,E03,J178,5.0,105000.0
U1754,39.0,f,E03,J068,11.0,160000.0
U1755,32.0,m,E02,J179,6.0,110000.0
U1756,50.0,m,E04,J175,17.0,195000.0
U1757,27.0,m,E02,J176,3.0,85000.0
U1758,46.0,m,E04,J177,14.0,180000.0
U1759,25.0,f,E02,J179,1.0,55000.0
U1760,43.0,m,E04,J177,13.0,185000.0
U1761,35.0,m,E02,J176,8.0,140000.0
U1762,29.0,f,E03,J176,3.0,90000.0
U1763,40.0,f,E04,J068,12.0,160000.0
U1764,35.0,m,E02,J178,8.0,145000.0
U1765,41.0,m,E04,J177,13.0,185000.0
U1766,30.0,m,E03,J178,5.0,105000.0
U1767,33.0,m,E02,J179,6.0,110000.0
U1768,55.0,m,E04,J175,18.0,210000.0
U1769,31.0,m,E02,J179,6.0,115000.0
U1770,42.0,f,E03,J175,13.0,170000.0
U1771,27.0,f,E02,J176,3.0,80000.0
U1772,51.0,m,E04,J177,19.0,200000.0
U1773,34.0,f,E03,J178,7.0,130000.0
U1774,38.0,m,E02,J175,11.0,155000.0
U1775,29.0,m,E02,J179,5.0,105000.0
U1776,43.0,f,E04,J177,14.0,190000.0
U1777,36.0,m,E03,J176,8.0,140000.0
U1778,48.0,m,E04,J175,16.0,185000.0
U1779,35.0,f,E02,J178,8.0,145000.0
U1780,30.0,f,E03,J179,4.0,90000.0
U1781,50.0,m,E04,J177,18.0,195000.0
U1782,29.0,m,E02,J176,4.0,95000.0
U1783,41.0,m,E03,J175,13.0,170000.0
U1784,33.0,f,E02,J178,6.0,115000.0
U1785,45.0,m,E04,J177,16.0,185000.0
U1786,28.0,f,E02,J179,2.0,65000.0
U1787,39.0,f,E03,J175,12.0,160000.0
U1788,30.0,m,E02,J176,5.0,100000.0
U1789,46.0,m,E04,J177,15.0,180000.0
U1790,25.0,f,E02,J179,1.0,55000.0
U1791,42.0,m,E04,J175,14.0,190000.0
U1792,31.0,m,E02,J178,6.0,115000.0
U1793,49.0,f,E04,J177,17.0,195000.0
U1794,36.0,m,E03,J176,9.0,150000.0
U1795,33.0,f,E02,J178,6.0,115000.0
U1796,45.0,m,E04,J175,16.0,185000.0
U1797,28.0,f,E02,J179,2.0,65000.0
U1798,39.0,f,E03,J175,12.0,160000.0
U1799,30.0,m,E02,J176,5.0,100000.0
U1800,46.0,m,E04,J177,15.0,180000.0
U1801,25.0,f,E02,J179,1.0,55000.0
U1802,42.0,m,E04,J175,14.0,190000.0
U1803,31.0,m,E02,J178,6.0,115000.0
U1804,49.0,f,E04,J177,17.0,195000.0
U1805,36.0,m,E03,J176,9.0,150000.0
U1806,33.0,f,E02,J178,6.0,115000.0
U1807,45.0,m,E04,J175,16.0,185000.0
U1808,28.0,f,E02,J179,2.0,65000.0
U1809,39.0,f,E03,J175,12.0,160000.0
U1810,30.0,m,E02,J176,5.0,100000.0
U1811,46.0,m,E04,J177,15.0,180000.0
U1812,25.0,f,E02,J179,1.0,55000.0
U1813,42.0,m,E04,J175,14.0,190000.0
U1814,31.0,m,E02,J178,6.0,115000.0
U1815,49.0,f,E04,J177,17.0,195000.0
U1816,36.0,m,E03,J176,9.0,150000.0
U1817,33.0,f,E02,J178,6.0,115000.0
U1818,45.0,m,E04,J175,16.0,185000.0
U1819,28.0,f,E02,J179,2.0,65000.0
U1820,39.0,f,E03,J175,12.0,160000.0
U1821,30.0,m,E02,J176,5.0,100000.0
U1822,46.0,m,E04,J177,15.0,180000.0
U1823,25.0,f,E02,J179,1.0,55000.0
U1824,42.0,m,E04,J175,14.0,190000.0
U1825,31.0,m,E02,J178,6.0,115000.0
U1826,49.0,f,E04,J177,17.0,195000.0
U1827,36.0,m,E03,J176,9.0,150000.0
U1828,33.0,f,E02,J178,6.0,115000.0
U1829,45.0,m,E04,J175,16.0,185000.0
U1830,28.0,f,E02,J179,2.0,65000.0
U1831,39.0,f,E03,J175,12.0,160000.0
U1832,30.0,m,E02,J176,5.0,100000.0
U1833,46.0,m,E04,J177,15.0,180000.0
U1834,25.0,f,E02,J179,1.0,55000.0
U1835,42.0,m,E04,J175,14.0,190000.0
U1836,31.0,m,E02,J178,6.0,115000.0
U1837,49.0,f,E04,J177,17.0,195000.0
U1838,36.0,m,E03,J176,9.0,150000.0
U1839,33.0,f,E02,J178,6.0,115000.0
U1840,45.0,m,E04,J175,16.0,185000.0
U1841,28.0,f,E02,J179,2.0,65000.0
U1842,39.0,f,E03,J175,12.0,160000.0
U1843,30.0,m,E02,J176,5.0,100000.0
U1844,46.0,m,E04,J177,15.0,180000.0
U1845,25.0,f,E02,J179,1.0,55000.0
U1846,42.0,m,E04,J175,14.0,190000.0
U1847,31.0,m,E02,J178,6.0,115000.0
U1848,49.0,f,E04,J177,17.0,195000.0
U1849,36.0,m,E03,J176,9.0,150000.0
U1850,33.0,f,E02,J178,6.0,115000.0
U1851,45.0,m,E04,J175,16.0,185000.0
U1852,28.0,f,E02,J179,2.0,65000.0
U1853,39.0,f,E03,J175,12.0,160000.0
U1854,30.0,m,E02,J176,5.0,100000.0
U1855,46.0,m,E04,J177,15.0,180000.0
U1856,25.0,f,E02,J179,1.0,55000.0
U1857,42.0,m,E04,J175,14.0,190000.0
U1858,31.0,m,E02,J178,6.0,115000.0
U1859,49.0,f,E04,J177,17.0,195000.0
U1860,36.0,m,E03,J176,9.0,150000.0
U1861,33.0,f,E02,J178,6.0,115000.0
U1862,45.0,m,E04,J175,16.0,185000.0
U1863,28.0,f,E02,J179,2.0,65000.0
U1864,39.0,f,E03,J175,12.0,160000.0
U1865,30.0,m,E02,J176,5.0,100000.0
U1866,46.0,m,E04,J177,15.0,180000.0
U1867,25.0,f,E02,J179,1.0,55000.0
U1868,42.0,m,E04,J175,14.0,190000.0
U1869,31.0,m,E02,J178,6.0,115000.0
U1870,49.0,f,E04,J177,17.0,195000.0
U1871,36.0,m,E03,J176,9.0,150000.0
U1872,33.0,f,E02,J178,6.0,115000.0
U1873,45.0,m,E04,J175,16.0,185000.0
U1874,28.0,f,E02,J179,2.0,65000.0
U1875,39.0,f,E03,J175,12.0,160000.0
U1876,30.0,m,E02,J176,5.0,100000.0
U1877,46.0,m,E04,J177,15.0,180000.0
U1878,25.0,f,E02,J179,1.0,55000.0
U1879,42.0,m,E04,J175,14.0,190000.0
U1880,31.0,m,E02,J178,6.0,115000.0
U1881,49.0,f,E04,J177,17.0,195000.0
U1882,36.0,m,E03,J176,9.0,150000.0
U1883,33.0,f,E02,J178,6.0,115000.0
U1884,45.0,m,E04,J175,16.0,185000.0
U1885,28.0,f,E02,J179,2.0,65000.0
U1886,39.0,f,E03,J175,12.0,160000.0
U1887,30.0,m,E02,J176,5.0,100000.0
U1888,46.0,m,E04,J177,15.0,180000.0
U1889,25.0,f,E02,J179,1.0,550.0
U1890,29.0,m,E02,J179,4.0,90000.0
U1891,40.0,f,E03,J175,12.0,160000.0
U1892,27.0,f,E02,J176,3.0,80000.0
U1893,50.0,m,E04,J177,18.0,195000.0
U1894,33.0,f,E03,J178,6.0,115000.0
U1895,37.0,m,E02,J175,10.0,150000.0
U1896,28.0,m,E02,J179,2.0,65000.0
U1897,44.0,f,E04,J177,14.0,190000.0
U1898,35.0,m,E03,J176,8.0,140000.0
U1899,47.0,m,E04,J175,16.0,185000.0
U1900,34.0,f,E02,J178,7.0,130000.0
U1901,31.0,f,E03,J179,5.0,105000.0
U1902,51.0,m,E04,J177,19.0,200000.0
U1903,30.0,m,E02,J176,5.0,100000.0
U1904,42.0,m,E03,J175,13.0,170000.0
U1905,33.0,f,E02,J178,6.0,115000.0
U1906,45.0,m,E04,J177,16.0,185000.0
U1907,29.0,f,E02,J179,4.0,90000.0
U1908,39.0,f,E03,J175,12.0,160000.0
U1909,27.0,m,E02,J176,3.0,80000.0
U1910,49.0,m,E04,J177,17.0,195000.0
U1911,32.0,f,E03,J178,6.0,115000.0
U1912,36.0,m,E02,J175,8.0,135000.0
U1913,27.0,m,E02,J179,2.0,65000.0
U1914,43.0,f,E04,J177,14.0,190000.0
U1915,34.0,m,E03,J176,8.0,140000.0
U1916,46.0,m,E04,J175,16.0,185000.0
U1917,33.0,f,E02,J178,7.0,130000.0
U1918,30.0,f,E03,J179,5.0,105000.0
U1919,50.0,m,E04,J177,19.0,200000.0
U1920,30.0,m,E02,J176,5.0,100000.0
U1921,42.0,m,E03,J175,13.0,170000.0
U1922,33.0,f,E02,J178,6.0,115000.0
U1923,45.0,m,E04,J177,16.0,185000.0
U1924,29.0,f,E02,J179,4.0,90000.0
U1925,39.0,f,E03,J175,12.0,160000.0
U1926,27.0,m,E02,J176,3.0,80000.0
U1927,49.0,m,E04,J177,17.0,195000.0
U1928,32.0,f,E03,J178,6.0,115000.0
U1929,36.0,m,E02,J175,8.0,135000.0
U1930,27.0,m,E02,J179,2.0,65000.0
U1931,43.0,f,E04,J177,14.0,190000.0
U1932,34.0,m,E03,J176,8.0,140000.0
U1933,46.0,m,E04,J175,16.0,185000.0
U1934,33.0,f,E02,J178,7.0,130000.0
U1935,30.0,f,E03,J179,5.0,105000.0
U1936,50.0,m,E04,J177,19.0,200000.0
U1937,30.0,m,E02,J176,5.0,100000.0
U1938,42.0,m,E03,J175,13.0,170000.0
U1939,33.0,f,E02,J178,6.0,115000.0
U1940,45.0,m,E04,J177,16.0,185000.0
U1941,29.0,f,E02,J179,4.0,90000.0
U1942,39.0,f,E03,J175,12.0,160000.0
U1943,27.0,m,E02,J176,3.0,80000.0
U1944,49.0,m,E04,J177,17.0,195000.0
U1945,32.0,f,E03,J178,6.0,115000.0
U1946,36.0,m,E02,J175,8.0,135000.0
U1947,27.0,m,E02,J179,2.0,65000.0
U1948,43.0,f,E04,J177,14.0,190000.0
U1949,34.0,m,E03,J176,8.0,140000.0
U1950,46.0,m,E04,J175,16.0,185000.0
U1951,33.0,f,E02,J178,7.0,130000.0
U1952,30.0,f,E03,J179,5.0,105000.0
U1953,50.0,m,E04,J177,19.0,200000.0
U1954,30.0,m,E02,J176,5.0,100000.0
U1955,42.0,m,E03,J175,13.0,170000.0
U1956,33.0,f,E02,J178,6.0,115000.0
U1957,45.0,m,E04,J177,16.0,185000.0
U1958,29.0,f,E02,J179,4.0,90000.0
U1959,39.0,f,E03,J175,12.0,160000.0
U1960,27.0,m,E02,J176,3.0,80000.0
U1961,49.0,m,E04,J177,17.0,195000.0
U1962,32.0,f,E03,J178,6.0,115000.0
U1963,36.0,m,E02,J175,8.0,135000.0
U1964,27.0,m,E02,J179,2.0,65000.0
U1965,43.0,f,E04,J177,14.0,190000.0
U1966,34.0,m,E03,J176,8.0,140000.0
U1967,46.0,m,E04,J175,16.0,185000.0
U1968,33.0,f,E02,J178,7.0,130000.0
U1969,30.0,f,E03,J179,5.0,105000.0
U1970,50.0,m,E04,J177,19.0,200000.0
U1971,30.0,m,E02,J176,5.0,100000.0
U1972,42.0,m,E03,J175,13.0,170000.0
U1973,33.0,f,E02,J178,6.0,115000.0
U1974,45.0,m,E04,J177,16.0,185000.0
U1975,29.0,f,E02,J179,4.0,90000.0
U1976,39.0,f,E03,J175,12.0,160000.0
U1977,27.0,m,E02,J176,3.0,80000.0
U1978,49.0,m,E04,J177,17.0,195000.0
U1979,32.0,f,E03,J178,6.0,115000.0
U1980,36.0,m,E02,J175,8.0,135000.0
U1981,27.0,m,E02,J179,2.0,65000.0
U1982,43.0,f,E04,J177,14.0,190000.0
U1983,34.0,m,E03,J176,8.0,140000.0
U1984,46.0,m,E04,J175,16.0,185000.0
U1985,33.0,f,E02,J178,7.0,130000.0
U1986,30.0,f,E03,J179,5.0,105000.0
U1987,50.0,m,E04,J177,19.0,200000.0
U1988,30.0,m,E02,J176,5.0,100000.0
U1989,42.0,m,E03,J175,13.0,170000.0
U1990,33.0,f,E02,J178,6.0,115000.0
U1991,45.0,m,E04,J177,16.0,185000.0
U1992,29.0,f,E02,J179,4.0,90000.0
U1993,39.0,f,E03,J175,12.0,160000.0
U1994,27.0,m,E02,J176,3.0,80000.0
U1995,49.0,m,E04,J177,17.0,195000.0
U1996,32.0,f,E03,J178,6.0,115000.0
U1997,36.0,m,E02,J175,8.0,135000.0
U1998,27.0,m,E02,J179,2.0,65000.0
U1999,43.0,f,E04,J177,14.0,190000.0
U2000,34.0,m,E03,J176,8.0,140000.0
U2001,46.0,m,E04,J175,16.0,185000.0
U2002,33.0,f,E02,J178,7.0,130000.0
